"ano","pais","sigla","regiao","democracia","pib","populacao","variavel_dependente","despesas","mortes"
2011,"Uzbekistan","UZB","Asia",0.163,1730,29339400,0,1,39
2012,"Albania","ALB","Europe",0.547,4360,2900401,0,1.00156889355276,15
2012,"Australia","AUS","Oceania",0.902,60290,22733465,1,3.27338290214539,16
2012,"Austria","AUT","Europe",0.875,50100,8429991,1,1.59678088128567,20
2012,"Belarus","BLR","Europe",0.223,6630,9446836,0,1.36715590953827,0
2012,"Belgium","BEL","Europe",0.898,47130,11106932,1,1.77712604403496,12
2012,"Bosnia and Herzegovina","BIH","Europe",0.573,4900,3674374,1,0,12
2012,"Brazil","BRA","Americas",0.871,12270,199977707,1,0,12
2012,"Bulgaria","BGR","Europe",0.67,7500,7305888,0,7.35653877258301,114
2012,"Cambodia","KHM","Asia",0.305,880,14786640,0,0,28
2012,"Canada","CAN","Americas",0.807,51080,34714222,1,0,0
2012,"Chile","CHL","Americas",0.894,14310,17341771,1,0,24
2012,"Colombia","COL","Americas",0.657,7330,45782417,0,0,231
2012,"Costa Rica","CRI","Americas",0.909,9190,4736593,0,0,24
2012,"Croatia","HRV","Europe",0.855,13450,4267558,0,4.10104161500931,21
2012,"Estonia","EST","Europe",0.885,16760,1322696,0,1.47567909955978,3
2012,"France","FRA","Europe",0.893,43410,65662240,1,1.9078014343977,36
2012,"Georgia","GEO","Asia",0.514,4150,3728874,1,3.50734457373619,15
2012,"Germany","DEU","Europe",0.903,46560,80425823,1,3.64729046821594,24
2012,"Greece","GRC","Europe",0.901,23180,11045011,1,2.93307840824127,18
2012,"Honduras","HND","Americas",0.42,1930,8792367,0,0,0
2012,"Hungary","HUN","Europe",0.773,13080,9920362,0,1.71300452947617,48
2012,"Indonesia","IDN","Asia",0.696,3550,250222695,1,15.6225885748863,214
2012,"Italy","ITA","Europe",0.87,36220,59539717,1,9.65262874960899,219
2012,"Japan","JPN","Asia",0.847,50060,127629000,0,14.5334694236517,519
2012,"Kazakhstan","KAZ","Asia",0.234,9940,16792090,0,3.20578575134278,0
2012,"Kenya","KEN","Africa",0.43,1060,43725806,1,0,146
2012,"Latvia","LVA","Europe",0.824,13800,2034319,0,1.31488800048828,30
2012,"Lithuania","LTU","Europe",0.84,14100,2987773,0,3.67051303386688,90
2012,"Mexico","MEX","Americas",0.649,10590,115755909,1,0,84
2012,"Myanmar","MMR","Asia",0.302,1160,50218185,1,2,120
2012,"Netherlands","NLD","Europe",0.876,51500,16754962,1,1.96464296430349,3
2012,"New Zealand","NZL","Oceania",0.895,36700,4408100,1,1.40243852138519,6
2012,"Paraguay","PRY","Americas",0.603,5150,5923322,0,0,20
2012,"Peru","PER","Americas",0.824,5740,29749589,1,0,1196
2012,"Poland","POL","Europe",0.892,13090,38063164,0,7.25522124767304,822
2012,"Romania","ROU","Europe",0.672,9200,20058035,0,1.73147040605545,258
2012,"Slovenia","SVN","Europe",0.851,23260,2057159,0,1.75651490688324,0
2012,"South Africa","ZAF","Africa",0.772,8320,53145033,1,3.06450460851193,52
2012,"Spain","ESP","Europe",0.891,29540,46773055,1,3.77447877824306,56
2012,"Switzerland","CHE","Europe",0.905,86720,7996861,1,4.0417817234993,44
2012,"Thailand","THA","Asia",0.499,5420,69157023,1,0,0
2012,"Uganda","UGA","Africa",0.327,830,34273295,0,0,348
2012,"Ukraine","UKR","Europe",0.476,3650,45593342,1,3.65827971696854,585
2013,"Australia","AUS","Oceania",0.86,66090,23128129,1,4.90631899237633,36
2013,"Austria","AUT","Europe",0.875,50720,8479823,1,1.60707817226648,16
2013,"Belarus","BLR","Europe",0.243,7030,9443211,0,1.26676207780838,12
2013,"Belgium","BEL","Europe",0.904,47900,11159407,1,3.61962130665779,0
2013,"Brazil","BRA","Americas",0.878,12750,201721767,1,0,484
2013,"Cambodia","KHM","Asia",0.294,960,14999683,0,0,400
2013,"Canada","CAN","Americas",0.816,52800,35082954,1,0,56
2013,"Chile","CHL","Americas",0.897,15240,17509925,1,0,0
2013,"Colombia","COL","Americas",0.665,8000,46237930,0,0,392
2013,"Costa Rica","CRI","Americas",0.907,9840,4791535,0,0,9
2013,"Denmark","DNK","Europe",0.922,63200,5614932,1,3,6
2013,"El Salvador","SLV","Americas",0.627,3390,6185642,0,1.6418918967247,0
2013,"France","FRA","Europe",0.894,43800,66002289,1,5.70749607682228,12
2013,"Georgia","GEO","Asia",0.621,4530,3717668,1,5.11661222577095,0
2013,"Germany","DEU","Europe",0.899,47220,80645605,1,7.36040109395981,44
2013,"Honduras","HND","Americas",0.418,1970,8960657,0,0,81
2013,"Hungary","HUN","Europe",0.733,13520,9893082,0,5.483119815588,0
2013,"Indonesia","IDN","Asia",0.68,3710,253275918,1,18.9997978210449,346
2013,"Israel","ISR","Asia",0.741,35070,8059500,0,1.86572840809822,12
2013,"Italy","ITA","Europe",0.862,35570,60233948,1,1.94280733913183,54
2013,"Japan","JPN","Asia",0.821,48850,127445000,0,20.9157338738441,1200
2013,"Mauritius","MUS","Africa",0.746,10090,1258927,0,1.36618416756392,44
2013,"Mexico","MEX","Americas",0.619,10810,117290686,1,0,892
2013,"Myanmar","MMR","Asia",0.353,1250,50648334,1,2,69
2013,"Netherlands","NLD","Europe",0.88,51900,16804432,1,5.94081670045852,6
2013,"New Zealand","NZL","Oceania",0.889,39950,4442100,1,4.41623139381409,0
2013,"Paraguay","PRY","Americas",0.586,5950,6005652,0,0,0
2013,"Peru","PER","Americas",0.822,6360,30038809,1,0,276
2013,"Poland","POL","Europe",0.893,13230,38040196,0,3.42669665813446,87
2013,"Portugal","PRT","Europe",0.884,21380,10457295,0,5.4377649128437,30
2013,"Romania","ROU","Europe",0.669,9390,19983693,0,1.56060430407524,27
2013,"South Africa","ZAF","Africa",0.759,8050,53873616,1,1.5854662284255,12
2013,"Spain","ESP","Europe",0.874,29230,46620045,1,3.80254271626472,0
2013,"Sweden","SWE","Europe",0.917,61800,9600379,0,1.8282160460949,21
2013,"Switzerland","CHE","Europe",0.905,90590,8089346,1,4.0661384165287,0
2013,"Thailand","THA","Asia",0.435,5610,69578602,1,3,252
2013,"Uganda","UGA","Africa",0.321,810,35273570,0,0,82
2013,"Ukraine","UKR","Europe",0.459,3950,45489648,1,1.17860835790634,6
2014,"Australia","AUS","Oceania",0.85,65240,23475686,1,6.42106634378433,564
2014,"Belarus","BLR","Europe",0.243,7620,9448515,0,1.26665711402893,6
2014,"Belgium","BEL","Europe",0.903,47820,11209057,1,1.85713501274586,0
2014,"Bosnia and Herzegovina","BIH","Europe",0.561,5170,3571068,1,0,78
2014,"Brazil","BRA","Americas",0.877,12080,203459650,1,0,164
2014,"Bulgaria","BGR","Europe",0.677,7710,7223938,0,9.23283271491528,63
2014,"Cambodia","KHM","Asia",0.296,1020,15210817,0,0,90
2014,"Canada","CAN","Americas",0.813,52200,35437435,1,0,0
2014,"Chile","CHL","Americas",0.892,14830,17687108,1,0,54
2014,"Colombia","COL","Americas",0.675,8260,46677947,0,0,352
2014,"Croatia","HRV","Europe",0.832,13630,4238389,0,2.77102887630463,9
2014,"El Salvador","SLV","Americas",0.665,3450,6209526,0,1.60465115308762,12
2014,"France","FRA","Europe",0.895,43340,66312067,1,13.3071610033512,66
2014,"Georgia","GEO","Asia",0.674,4740,3719414,1,1.65075251460075,0
2014,"Germany","DEU","Europe",0.892,47640,80982500,1,3.699598133564,32
2014,"Greece","GRC","Europe",0.891,22010,10892413,1,4.02212905883789,9
2014,"Guatemala","GTM","Americas",0.585,3550,15306316,0,8.61067414283753,18
2014,"Honduras","HND","Americas",0.437,1970,9127846,0,0,12
2014,"Hungary","HUN","Europe",0.669,13560,9866468,0,1.68073135614395,0
2014,"Indonesia","IDN","Asia",0.669,3600,256229761,1,10,486
2014,"Ireland","IRL","Europe",0.899,46530,4657740,0,1.69934594631195,3
2014,"Italy","ITA","Europe",0.862,34910,60789140,1,9.69644177705049,45
2014,"Japan","JPN","Asia",0.821,44440,127276000,0,26.2380376905203,903
2014,"Kazakhstan","KAZ","Asia",0.233,12080,17288285,0,1.84545668959618,15
2014,"Kenya","KEN","Africa",0.532,1260,45831863,1,0,216
2014,"Mexico","MEX","Americas",0.621,11050,118755887,1,0,88
2014,"Myanmar","MMR","Asia",0.357,1250,51072436,1,2,0
2014,"Paraguay","PRY","Americas",0.598,6270,6090721,0,0,0
2014,"Peru","PER","Americas",0.819,6470,30353951,1,0,2216
2014,"Poland","POL","Europe",0.885,13470,38011735,0,1.83986577391624,234
2014,"Portugal","PRT","Europe",0.884,21200,10401062,0,3.60908380150795,3
2014,"Romania","ROU","Europe",0.674,9760,19908979,0,4.76035594940186,51
2014,"Slovenia","SVN","Europe",0.868,23620,2061980,0,4.673544049263,12
2014,"South Africa","ZAF","Africa",0.749,7340,54729551,1,3.07278444617987,132
2014,"Spain","ESP","Europe",0.873,29160,46480882,1,1.91792820394039,12
2014,"Switzerland","CHE","Europe",0.905,88250,8188649,1,2.02037025988102,8
2014,"Thailand","THA","Asia",0.155,5640,69960943,1,8,279
2015,"Albania","ALB","Europe",0.527,4390,2880703,0,3.00117120647337,3
2015,"Australia","AUS","Oceania",0.866,60550,23815995,1,14.0019593238831,64
2015,"Belgium","BEL","Europe",0.902,45570,11274196,1,1.94029825180769,1640
2015,"Bosnia and Herzegovina","BIH","Europe",0.548,5130,3524324,1,0,0
2015,"Brazil","BRA","Americas",0.868,10160,205188205,1,0,112
2015,"Bulgaria","BGR","Europe",0.67,7430,7177991,0,1.82973515987396,15
2015,"Cambodia","KHM","Asia",0.294,1070,15417523,0,0,0
2015,"Canada","CAN","Americas",0.816,47580,35702908,1,0,0
2015,"Chile","CHL","Americas",0.892,14220,17870124,1,0,612
2015,"Colombia","COL","Americas",0.684,7400,47119728,0,0,416
2015,"Costa Rica","CRI","Americas",0.907,10610,4895242,0,0,0
2015,"Croatia","HRV","Europe",0.818,13470,4203604,0,1.29100328683853,0
2015,"El Salvador","SLV","Americas",0.659,3490,6231066,0,4.62756612896919,39
2015,"France","FRA","Europe",0.895,41130,66548272,1,5.67422921955586,9894
2015,"Georgia","GEO","Asia",0.673,4410,3725276,1,1.48226946592331,120
2015,"Greece","GRC","Europe",0.88,20190,10820883,1,2.72517323493958,9
2015,"Guatemala","GTM","Americas",0.601,3700,15567419,0,6.46858179569244,1074
2015,"Indonesia","IDN","Asia",0.658,3420,259091970,1,12,168
2015,"Ireland","IRL","Europe",0.899,50420,4701957,0,1.6890409886837,3
2015,"Israel","ISR","Asia",0.738,36550,8380100,0,1.91665364056826,0
2015,"Italy","ITA","Europe",0.862,33000,60730582,1,7.76700609922409,27
2015,"Japan","JPN","Asia",0.82,39380,127141000,0,19.7774314880371,213
2015,"Kazakhstan","KAZ","Asia",0.236,11380,17542806,0,1.85980176925659,6
2015,"Kenya","KEN","Africa",0.532,1330,46851488,1,0,414
2015,"Mexico","MEX","Americas",0.636,10660,120149897,1,0,168
2015,"Mongolia","MNG","Asia",0.675,3850,2964749,0,0,0
2015,"Myanmar","MMR","Asia",0.366,1220,51483949,1,6,639
2015,"New Zealand","NZL","Oceania",0.889,40660,4609400,1,2.94588899612427,2
2015,"Paraguay","PRY","Americas",0.589,6090,6177950,0,0,56
2015,"Peru","PER","Americas",0.817,6290,30711863,1,0,120
2015,"Poland","POL","Europe",0.875,13250,37986412,0,3.66219425201416,234
2015,"Portugal","PRT","Europe",0.889,20460,10358076,0,1.75451621413231,3
2015,"Romania","ROU","Europe",0.711,9610,19815616,0,1.69251170754433,3
2015,"Rwanda","RWA","Africa",0.227,730,11642959,0,0,6
2015,"South Africa","ZAF","Africa",0.749,6550,55876504,1,1.47795172780752,0
2015,"Spain","ESP","Europe",0.858,28460,46444832,1,3.83186610043049,32
2015,"Thailand","THA","Asia",0.149,5580,70294397,1,2,9
2016,"Albania","ALB","Europe",0.529,4320,2876101,0,1,6
2016,"Australia","AUS","Oceania",0.871,54140,24190907,1,7.07504200935364,32
2016,"Austria","AUT","Europe",0.851,46240,8736668,1,1.58787317574024,0
2016,"Belgium","BEL","Europe",0.902,43400,11331422,1,3.89653472602368,8
2016,"Brazil","BRA","Americas",0.778,8890,206859578,1,0,1176
2016,"Cambodia","KHM","Asia",0.277,1160,15624584,0,0,0
2016,"Canada","CAN","Americas",0.843,43900,36109487,1,0,0
2016,"Chile","CHL","Americas",0.892,13440,18083879,1,0,36
2016,"Colombia","COL","Americas",0.677,6530,47625955,0,0,40
2016,"Costa Rica","CRI","Americas",0.903,11000,4945205,0,0,27
2016,"France","FRA","Europe",0.895,39100,66724104,1,1.89371474087238,15
2016,"Germany","DEU","Europe",0.889,44280,82348669,1,1.82195322215557,28
2016,"Greece","GRC","Europe",0.877,18640,10775971,1,1.4025085568428,12
2016,"Guatemala","GTM","Americas",0.628,3870,15827690,0,3.36337113380432,30
2016,"Hungary","HUN","Europe",0.613,13100,9814023,0,1.3123853802681,0
2016,"Indonesia","IDN","Asia",0.644,3400,261850182,1,24.3202055990696,1080
2016,"Israel","ISR","Asia",0.733,36840,8546000,0,1.90184810757637,0
2016,"Italy","ITA","Europe",0.869,31970,60627498,1,7.79020151495934,897
2016,"Japan","JPN","Asia",0.82,38460,127076000,0,19.9206317961216,303
2016,"Kenya","KEN","Africa",0.535,1500,47894670,1,0,126
2016,"Mexico","MEX","Americas",0.638,9800,121519221,1,0,360
2016,"Mongolia","MNG","Asia",0.676,3520,3029555,0,1,0
2016,"Myanmar","MMR","Asia",0.402,1230,51892349,1,7.5873826444149,393
2016,"Netherlands","NLD","Europe",0.882,46480,17030314,1,1.99369080364704,0
2016,"New Zealand","NZL","Oceania",0.889,39450,4714100,1,2.93636012077332,4
2016,"Paraguay","PRY","Americas",0.583,5860,6266615,0,0,0
2016,"Peru","PER","Americas",0.788,6070,31132779,1,0,132
2016,"Poland","POL","Europe",0.728,12660,37970087,0,3.46774351596832,69
2016,"Portugal","PRT","Europe",0.889,19940,10325452,0,1.79756781458855,12
2016,"Romania","ROU","Europe",0.732,9460,19702267,0,3.4807670712471,9
2016,"Rwanda","RWA","Africa",0.225,730,11930899,0,0,351
2016,"Senegal","SEN","Africa",0.721,1300,14751356,1,0,15
2016,"South Africa","ZAF","Africa",0.746,5960,56422274,1,4.55455928295851,96
2016,"Spain","ESP","Europe",0.851,27570,46484062,1,1.92171205580235,20
2016,"Thailand","THA","Asia",0.153,5570,70607037,1,4,105
2016,"Uganda","UGA","Africa",0.298,820,38748299,0,0,57
2016,"Ukraine","UKR","Europe",0.426,2360,45004673,1,2.47440612316132,120
2017,"Albania","ALB","Europe",0.54,4290,2873457,0,2,21
2017,"Australia","AUS","Oceania",0.87,51530,24592588,1,5.17120376229286,48
2017,"Austria","AUT","Europe",0.853,45040,8797566,1,3.20992764830589,20
2017,"Belarus","BLR","Europe",0.255,5320,9458989,0,1.15473601222038,129
2017,"Brazil","BRA","Americas",0.773,8670,208504960,1,0,672
2017,"Canada","CAN","Americas",0.847,42900,36545236,1,0,8
2017,"Chile","CHL","Americas",0.895,13330,18368577,1,0,126
2017,"Colombia","COL","Americas",0.676,6010,48351671,0,0,1536
2017,"Costa Rica","CRI","Americas",0.899,11400,4993842,0,0,39
2017,"Croatia","HRV","Europe",0.735,13070,4124531,0,2.59236443042755,0
2017,"El Salvador","SLV","Americas",0.672,3670,6266654,0,1.48509484529495,30
2017,"France","FRA","Europe",0.892,38320,66918020,1,5.72468237578869,9
2017,"Germany","DEU","Europe",0.893,43760,82657002,1,5.34001676738262,20
2017,"Greece","GRC","Europe",0.875,17960,10754679,1,5.76219248771668,78
2017,"Guatemala","GTM","Americas",0.626,4100,16087418,0,12.0549437999725,60
2017,"Hungary","HUN","Europe",0.561,13180,9787966,0,1.4886165857315,0
2017,"Indonesia","IDN","Asia",0.631,3530,264498852,1,19.1702336668968,396
2017,"Ireland","IRL","Europe",0.892,53660,4807388,0,1.70742338895798,0
2017,"Italy","ITA","Europe",0.867,31380,60536709,1,11.7569548934698,132
2017,"Japan","JPN","Asia",0.818,38930,126972000,0,7.83490788936615,147
2017,"Kazakhstan","KAZ","Asia",0.234,8040,18037776,0,1.79366627335548,0
2017,"Kenya","KEN","Africa",0.511,1550,48948137,1,0,306
2017,"Mexico","MEX","Americas",0.636,9310,122839258,1,0,1992
2017,"Mongolia","MNG","Asia",0.667,3250,3096030,0,1,51
2017,"Myanmar","MMR","Asia",0.405,1220,52288341,1,2,9
2017,"Namibia","NAM","Africa",0.718,4700,2364534,0,0,0
2017,"New Zealand","NZL","Oceania",0.886,38860,4813600,1,2.87599062919617,0
2017,"Peru","PER","Americas",0.79,6030,31605486,1,0,800
2017,"Poland","POL","Europe",0.69,12690,37974826,0,1.81255531311035,18
2017,"Portugal","PRT","Europe",0.898,20060,10300300,0,3.61092507839203,327
2017,"Romania","ROU","Europe",0.695,10030,19588715,0,1.78552012145519,27
2017,"Rwanda","RWA","Africa",0.223,720,12230339,0,0,9
2017,"Somalia","SOM","Africa",0.175,540,14864221,1,2,1208
2017,"South Africa","ZAF","Africa",0.736,5950,56641209,1,7.26863332092762,128
2017,"Spain","ESP","Europe",0.84,27120,46593236,1,3.82716046273708,16
2017,"Switzerland","CHE","Europe",0.908,80770,8451840,1,1.98043194413185,32
2017,"Thailand","THA","Asia",0.147,5820,70898202,1,6,450
2017,"Uganda","UGA","Africa",0.298,760,40127085,0,0,60
2017,"Ukraine","UKR","Europe",0.421,2360,44831135,1,1.35503667593002,111
2017,"United Arab Emirates","ARE","Asia",0.093,42090,9068296,0,1.9645347930491,0
2018,"Albania","ALB","Europe",0.527,4860,2866376,0,1.28161799907684,0
2018,"Australia","AUS","Oceania",0.861,53150,24963258,1,5.05554834008217,0
2018,"Belarus","BLR","Europe",0.255,5730,9438785,0,1.19871139526367,0
2018,"Belgium","BEL","Europe",0.901,46060,11427054,1,3.84351718425751,4
2018,"Brazil","BRA","Americas",0.748,9140,210166592,1,0,88
2018,"Bulgaria","BGR","Europe",0.617,8530,7025037,0,1.81148412823677,0
2018,"Cambodia","KHM","Asia",0.214,1420,16025238,0,0,0
2018,"Canada","CAN","Americas",0.847,45070,37065084,1,0,280
2018,"Colombia","COL","Americas",0.667,6320,49276961,0,0,104
2018,"Costa Rica","CRI","Americas",0.891,11880,5040734,0,0,3
2018,"Croatia","HRV","Europe",0.735,14370,4087843,0,1.37149459123611,0
2018,"El Salvador","SLV","Americas",0.643,3900,6276342,0,5.27586199343205,12
2018,"Estonia","EST","Europe",0.906,21180,1321977,0,1.43343651294708,21
2018,"France","FRA","Europe",0.883,41170,67158348,1,13.4779746383429,69
2018,"Georgia","GEO","Asia",0.676,4460,3726549,1,1.5023949444294,0
2018,"Germany","DEU","Europe",0.883,47490,82905782,1,3.57613575458527,20
2018,"Greece","GRC","Europe",0.866,19080,10732882,1,1.46011281013489,300
2018,"Guatemala","GTM","Americas",0.601,4400,16346950,0,7.63090205192566,1389
2018,"Hungary","HUN","Europe",0.482,14980,9775564,0,1.38665413856506,537
2018,"Indonesia","IDN","Asia",0.603,3850,267066843,1,23.4725081920624,21240
2018,"Ireland","IRL","Europe",0.893,59490,4867316,0,1.7242180109024,6
2018,"Israel","ISR","Asia",0.705,41520,8882800,0,1.92523349821567,36
2018,"Italy","ITA","Europe",0.868,33850,60421760,1,9.75439846515656,69
2018,"Japan","JPN","Asia",0.833,41800,126811000,0,13.7555800303817,1305
2018,"Kazakhstan","KAZ","Asia",0.236,8070,18276452,0,1.85677042603493,0
2018,"Kenya","KEN","Africa",0.495,1730,49953304,1,0,402
2018,"Latvia","LVA","Europe",0.835,16560,1927174,0,1.37803888320923,0
2018,"Lithuania","LTU","Europe",0.817,17470,2801543,0,3.22303771972656,15
2018,"Mauritius","MUS","Africa",0.745,11910,1265577,0,1.46892879530788,0
2018,"Mexico","MEX","Americas",0.673,9610,124013861,1,0,160
2018,"Mongolia","MNG","Asia",0.656,3700,3163991,0,3.29957914352417,0
2018,"Myanmar","MMR","Asia",0.394,1300,52666014,1,5.50444833934307,201
2018,"Namibia","NAM","Africa",0.692,5000,2405680,0,0,0
2018,"Netherlands","NLD","Europe",0.881,50540,17231624,1,3.87548130750656,9
2018,"New Zealand","NZL","Oceania",0.897,41680,4900600,1,1.39593470096588,0
2018,"Paraguay","PRY","Americas",0.584,6040,6443328,0,0,0
2018,"Peru","PER","Americas",0.81,6430,32203944,1,0,8
2018,"Poland","POL","Europe",0.688,14180,37974750,0,3.9386397600174,27
2018,"Portugal","PRT","Europe",0.899,22060,10283822,0,5.11020889878273,6
2018,"Romania","ROU","Europe",0.69,11520,19473970,0,4.71521481871605,6
2018,"Rwanda","RWA","Africa",0.224,770,12531808,0,0,228
2018,"Senegal","SEN","Africa",0.699,1420,15574909,1,0,0
2018,"Somalia","SOM","Africa",0.158,550,15411094,1,3.99999996263068,232
2018,"Spain","ESP","Europe",0.855,29330,46797754,1,7.70073118805885,96
2018,"Sweden","SWE","Europe",0.909,55700,10175214,0,1.74465626478195,0
2018,"Switzerland","CHE","Europe",0.908,82470,8514329,1,1.99659393727779,0
2018,"Uganda","UGA","Africa",0.293,770,41515395,0,0,246
2018,"Ukraine","UKR","Europe",0.425,2750,44622518,1,1.36409848928452,0
2019,"Albania","ALB","Europe",0.517,5230,2854191,0,4.81974765658378,153
2019,"Australia","AUS","Oceania",0.825,54970,25334826,1,5.1764705479145,140
2019,"Austria","AUT","Europe",0.862,51000,8879920,1,3.08666881918907,48
2019,"Belgium","BEL","Europe",0.9,48100,11488980,1,5.69418838620186,2864
2019,"Bosnia and Herzegovina","BIH","Europe",0.521,6160,3360711,1,0,3
2019,"Brazil","BRA","Americas",0.691,9220,211782878,1,0,188
2019,"Cambodia","KHM","Asia",0.196,1560,16207746,0,0,36
2019,"Canada","CAN","Americas",0.863,46600,37601230,1,0,8
2019,"Chile","CHL","Americas",0.831,14830,19039485,1,0,24
2019,"Colombia","COL","Americas",0.649,6590,50187406,0,0,1012
2019,"Costa Rica","CRI","Americas",0.894,12040,5084532,0,0,0
2019,"Croatia","HRV","Europe",0.742,15410,4065253,0,1.40105921030044,3
2019,"El Salvador","SLV","Americas",0.6,4090,6280217,0,3.30627316236496,18
2019,"France","FRA","Europe",0.874,42460,67388001,1,18.8832114636898,4353
2019,"Georgia","GEO","Asia",0.635,4690,3720161,1,1.58116036653519,0
2019,"Germany","DEU","Europe",0.883,49410,83092962,1,5.39606085419655,20
2019,"Greece","GRC","Europe",0.868,19690,10721582,1,1.47928285598755,21
2019,"Guatemala","GTM","Americas",0.607,4620,16604026,0,5.38789647817611,63
2019,"Hungary","HUN","Europe",0.472,16570,9771141,0,1.67739328742027,0
2019,"Indonesia","IDN","Asia",0.601,4070,269582878,1,29.5103098973632,1876
2019,"Italy","ITA","Europe",0.857,34910,59729081,1,9.74387161433697,15
2019,"Japan","JPN","Asia",0.831,41970,126633000,0,19.7433185577393,864
2019,"Kenya","KEN","Africa",0.495,1890,50951450,1,0,639
2019,"Luxembourg","LUX","Europe",0.88,79180,620001,1,1.74486091732979,0
2019,"Mexico","MEX","Americas",0.675,9930,125085311,1,0,64
2019,"Mongolia","MNG","Asia",0.659,3840,3232430,0,3.85487794876099,36
2019,"Myanmar","MMR","Asia",0.425,1370,53040212,1,3.9567101597786,384
2019,"Nepal","NPL","Asia",0.601,1220,28832496,1,0,588
2019,"Netherlands","NLD","Europe",0.867,51930,17344874,1,1.94381415843964,1200
2019,"New Zealand","NZL","Oceania",0.894,43110,4979200,1,1.37720286846161,42
2019,"Norway","NOR","Europe",0.889,82430,5347896,1,1.77437227964401,3
2019,"Paraguay","PRY","Americas",0.587,5940,6530026,0,0,160
2019,"Peru","PER","Americas",0.805,6770,32824861,1,0,312
2019,"Poland","POL","Europe",0.684,15330,37965475,0,1.88519895076752,12
2019,"Portugal","PRT","Europe",0.883,23200,10286263,0,1.68150669336319,6
2019,"Romania","ROU","Europe",0.745,12670,19371648,0,1.65721490979195,12
2019,"Rwanda","RWA","Africa",0.228,810,12835028,0,0,84
2019,"Senegal","SEN","Africa",0.725,1460,16000781,1,0,18
2019,"Somalia","SOM","Africa",0.152,570,15981300,1,8,92
2019,"South Africa","ZAF","Africa",0.711,6740,58087055,1,8.39919698238373,408
2019,"Spain","ESP","Europe",0.874,30360,47134837,1,15.4061885476112,108
2019,"Switzerland","CHE","Europe",0.907,83160,8575280,1,1.97811642289162,16
2019,"Thailand","THA","Asia",0.205,7080,71307763,1,3,78
2019,"Uganda","UGA","Africa",0.292,810,42949080,0,0,645
2020,"Australia","AUS","Oceania",0.0841,53630,25649248,1,5.08225867152214,4
2020,"Belgium","BEL","Europe",0.0894,46100,11538604,1,3.7178883254528,6748
2020,"Bosnia and Herzegovina","BIH","Europe",0.0523,6120,3318407,1,0,0
2020,"Brazil","BRA","Americas",0.0696,7910,213196304,1,0,652
2020,"Cambodia","KHM","Asia",0.0194,1530,16396860,0,0,88
2020,"Canada","CAN","Americas",0.0858,43920,38007166,1,0,4
2020,"Colombia","COL","Americas",0.064,5800,50930662,0,0,264
2020,"Costa Rica","CRI","Americas",0.0897,11500,5123105,0,0,0
2020,"Croatia","HRV","Europe",0.0768,14700,4047680,0,2.73157429695129,27
2020,"El Salvador","SLV","Americas",0.0522,3780,6292731,0,7.33493965864182,225
2020,"France","FRA","Europe",0.0872,39250,67571107,1,13.129830300808,5832
2020,"Georgia","GEO","Asia",0.0629,4260,3722716,1,1.62083694338799,0
2020,"Germany","DEU","Europe",0.0873,47970,83160871,1,1.79667508602142,0
2020,"Greece","GRC","Europe",0.0809,17920,10698599,1,4.44452673196793,30
2020,"Guatemala","GTM","Americas",0.0595,4490,16858333,0,9.19263035058975,501
2020,"Indonesia","IDN","Asia",0.0576,3900,271857970,1,49.0630676746368,840
2020,"Israel","ISR","Asia",0.0729,43120,9215100,0,3.85585767030716,21
2020,"Italy","ITA","Europe",0.0857,32440,59438851,1,13.7626532167196,57
2020,"Japan","JPN","Asia",0.0835,40940,126261000,0,7.65367883443832,252
2020,"Kazakhstan","KAZ","Asia",0.0243,8710,18755666,0,1.77616365253925,0
2020,"Kenya","KEN","Africa",0.0499,1900,51985780,1,4.53376623988152,855
2020,"Mexico","MEX","Americas",0.0652,8960,125998302,1,0,328
2020,"Mongolia","MNG","Asia",0.0636,3720,3294335,0,5.13061833381653,30
2020,"Nepal","NPL","Asia",0.0598,1180,29348627,1,1.4349250793457,1792
2020,"Netherlands","NLD","Europe",0.0865,50170,17441500,1,1.94957984983921,1200
2020,"New Zealand","NZL","Oceania",0.089,41590,5090200,1,3.93320560455322,0
2020,"Norway","NOR","Europe",0.088,78610,5379475,1,1.76266905665398,30
2020,"Paraguay","PRY","Americas",0.0583,5540,6618695,0,0,80
2020,"Peru","PER","Americas",0.0818,6000,33304756,1,0,120
2020,"Poland","POL","Europe",0.0613,15300,37899070,0,3.60351663827896,9
2020,"Romania","ROU","Europe",0.0801,12710,19265250,0,1.77520088851452,9
2020,"Rwanda","RWA","Africa",0.0228,760,13146362,0,0,333
2020,"Senegal","SEN","Africa",0.074,1470,16436120,1,0,33
2020,"Slovenia","SVN","Europe",0.0761,25480,2102419,0,1.58724015951157,3
2020,"Somalia","SOM","Africa",0.016,540,16537016,1,0,164
2020,"South Africa","ZAF","Africa",0.0714,6110,58801927,1,2.78751049935818,52
2020,"Spain","ESP","Europe",0.0877,27180,47365655,1,1.94145629554987,68
2020,"Sweden","SWE","Europe",0.0901,54820,10353442,0,1.73700261116028,3
2020,"Switzerland","CHE","Europe",0.0901,81740,8638167,1,1.94575974345207,0
2020,"Thailand","THA","Asia",0.0192,6920,71475664,1,7,132
2020,"Uganda","UGA","Africa",0.0295,820,44404611,0,0,105
2020,"Ukraine","UKR","Europe",0.0546,3570,44132049,1,3.80155026912689,57
